id	name	attack	block	death	range
6522		0	0	0	0
6523	Farid Morrisane (ores)	0	0	0	0
6524	Bob Barter (herbs)	0	0	0	0
6525	Murky Matt (runes)	0	0	0	0
6526	Relobo Blinyo (logs)	0	0	0	0
6527	Hofuthand (armour and weapons)	0	0	0	0
6528		0	0	0	0
6529		0	0	0	0
6530		0	0	0	0
6531		0	0	0	0
6532		0	0	0	0
6533		0	0	0	0
6534		0	0	0	0
6535		0	0	0	0
6536	Registrar 5	0	0	0	0
6537	Mandrith	0	0	0	0
6538	Banker	0	0	0	0
6539	Charley the Cleaner	0	0	0	0
6540	Scotty the Cleaner	0	0	0	0
6541	Sanchez the Cleaner	0	0	0	0
6542	Summer Bonde	0	0	0	0
6543		0	0	0	0
6544		0	0	0	0
6558	null	0	0	0	0
6560	null	422	7061	7062	422
6566	Broken grave marker	0	0	0	0
6567	Collapsing grave marker	0	0	0	0
6568	Grave marker	0	0	0	0
6569	Broken grave marker	0	0	0	0
6570	Collapsing grave marker	0	0	0	0
6571	Gravestone	0	0	0	0
6572	Broken gravestone	0	0	0	0
6573	Collapsing gravestone	0	0	0	0
6574	Gravestone	0	0	0	0
6575	Broken gravestone	0	0	0	0
6576	Collapsing gravestone	0	0	0	0
6577	Gravestone	0	0	0	0
6578	Broken gravestone	0	0	0	0
6579	Collapsing gravestone	0	0	0	0
6580	Stele	0	0	0	0
6581	Broken stele	0	0	0	0
6582	Collapsing stele	0	0	0	0
6583	Saradomin symbol	0	0	0	0
6584	Broken Saradomin symbol	0	0	0	0
6585	Collapsing Saradomin symbol	0	0	0	0
6586	Zamorak symbol	0	0	0	0
6587	Broken Zamorak symbol	0	0	0	0
6588	Collapsing Zamorak symbol	0	0	0	0
6589	Guthix symbol	0	0	0	0
6590	Broken Guthix symbol	0	0	0	0
6591	Collapsing Guthix symbol	0	0	0	0
6592	Bandos symbol	0	0	0	0
6593	Broken Bandos symbol	0	0	0	0
6594	Collapsing Bandos symbol	0	0	0	0
6595	Armadyl symbol	0	0	0	0
6596	Broken Armadyl symbol	0	0	0	0
6597	Collapsing Armadyl symbol	0	0	0	0
6598	Memorial stone	0	0	0	0
6599	Broken memorial stone	0	0	0	0
6600	Collapsing memorial stone	0	0	0	0
6601	Memorial stone	0	0	0	0
6602	Broken memorial stone	0	0	0	0
6603	Collapsing memorial stone	0	0	0	0
6604	Revenant imp	7407	7404	7408	7501
6605	Revenant goblin	7449	7450	7448	7513
6606	Revenant icefiend	7481	7483	7482	7519
6607	Revenant werewolf	7397	7399	7398	7521
6608	Revenant hobgoblin	7418	7420	7419	7516
6609	Revenant werewolf	7397	7399	7398	7521
6610	Revenant ork	7411	7413	7412	7518
6611	Revenant knight	7441	7443	7442	7522
6612	Revenant goblin	7449	7450	7448	7513
6613	Revenant vampire	7427	7429	7428	7520
6614	Revenant werewolf	7397	7399	7398	7521
6615	Revenant ork	7411	7413	7412	7518
6616	Revenant goblin	7449	7450	7448	7513
6617	Revenant werewolf	7397	7399	7398	7521
6618	Revenant ork	7411	7413	7412	7518
6619	Revenant knight	7441	7443	7442	7522
6620	Revenant goblin	7449	7450	7448	7513
6621	Revenant icefiend	7481	7483	7482	7519
6622	Revenant pyrefiend	7481	7483	7482	7519
6623	Revenant vampire	7427	7429	7428	7520
6624	Revenant ork	7411	7413	7412	7518
6625	Revenant werewolf	7397	7399	7398	7521
6626	Revenant ork	7411	7413	7412	7518
6627	Revenant knight	7441	7443	7442	7522
6628	Revenant icefiend	7481	7483	7482	7519
6629	Revenant ork	7411	7413	7412	7518
6630	Revenant knight	7441	7443	7442	7522
6631	Revenant pyrefiend	7481	7483	7482	7519
6632	Revenant werewolf	7397	7399	7398	7521
6633	Revenant ork	7411	7413	7412	7518
6634	Revenant knight	7441	7443	7442	7522
6635	Revenant imp	7407	7404	7408	7501
6636	Revenant goblin	7449	7450	7448	7513
6637	Revenant goblin	7449	7450	7448	7513
6638	Revenant goblin	7449	7450	7448	7513
6639	Revenant goblin	7449	7450	7448	7513
6640	Revenant icefiend	7481	7483	7482	7519
6641	Revenant pyrefiend	7481	7483	7482	7519
6642	Revenant hobgoblin	7418	7420	7419	7516
6643	Revenant vampire	7427	7429	7428	7520
6644	Revenant werewolf	7397	7399	7398	7521
6645	Revenant cyclops	7453	7455	7454	7510
6646	Revenant hellhound	7460	7462	7461	7501
6647	Revenant demon	7474	7476	7475	7512
6648	Revenant ork	7411	7413	7412	7518
6649	Revenant dark beast	7467	7469	7468	7514
6650	Revenant knight	7441	7443	7442	7522
6651	Revenant goblin	7449	7450	7448	7513
6652	Revenant vampire	7427	7429	7428	7520
6653	Revenant ork	7411	7413	7412	7518
6654	Revenant knight	7441	7443	7442	7522
6655	Revenant imp	7407	7404	7408	7501
6656	Revenant goblin	7449	7450	7448	7513
6657	Revenant goblin	7449	7450	7448	7513
6658	Revenant goblin	7449	7450	7448	7513
6659	Revenant icefiend	7481	7483	7482	7519
6660	Revenant pyrefiend	7481	7483	7482	7519
6661	Revenant hobgoblin	7418	7420	7419	7516
6662	Revenant vampire	7427	7429	7428	7520
6663	Revenant werewolf	7397	7399	7398	7521
6664	Revenant ork	7411	7413	7412	7518
6665	Revenant knight	7441	7443	7442	7522
6666	Revenant imp	7407	7404	7408	7501
6667	Revenant goblin	7449	7450	7448	7513
6668	Revenant pyrefiend	7481	7483	7482	7519
6669	Revenant vampire	7427	7429	7428	7520
6670	Revenant ork	7411	7413	7412	7518
6671	Revenant vampire	7427	7429	7428	7520
6672	Revenant ork	7411	7413	7412	7518
6673	Revenant knight	7441	7443	7442	7522
6674	Revenant vampire	7427	7429	7428	7520
6675	Revenant werewolf	7397	7399	7398	7521
6676	Revenant knight	7441	7443	7442	7522
6677	Revenant imp	7407	7404	7408	7501
6678	Revenant goblin	7449	7450	7448	7513
6679	Revenant goblin	7449	7450	7448	7513
6680	Revenant goblin	7449	7450	7448	7513
6681	Revenant goblin	7449	7450	7448	7513
6682	Revenant icefiend	7481	7483	7482	7519
6683	Revenant pyrefiend	7481	7483	7482	7519
6684	Revenant hobgoblin	7418	7420	7419	7516
6685	Revenant vampire	7427	7429	7428	7520
6686	Revenant werewolf	7397	7399	7398	7521
6687	Revenant cyclops	7453	7455	7454	7510
6688	Revenant hellhound	7460	7462	7461	7501
6689	Revenant demon	7474	7476	7475	7512
6690	Revenant ork	7411	7413	7412	7518
6691	Revenant dark beast	7467	7469	7468	7514
6692	Revenant knight	7441	7443	7442	7522
6693	Revenant goblin	7449	7450	7448	7513
6694	Revenant icefiend	7481	7483	7482	7519
6695	Revenant vampire	7427	7429	7428	7520
6696	Revenant ork	7411	7413	7412	7518
6697	Revenant imp	7407	7404	7408	7501
6698	Revenant goblin	7449	7450	7448	7513
6699	Revenant goblin	7449	7450	7448	7513
6700	Revenant vampire	7427	7429	7428	7520
6701	Revenant werewolf	7397	7399	7398	7521
6702	Revenant ork	7411	7413	7412	7518
6703	Revenant imp	7407	7404	7408	7501
6704	Revenant goblin	7449	7450	7448	7513
6705	Revenant goblin	7449	7450	7448	7513
6706	Revenant goblin	7449	7450	7448	7513
6707	Revenant goblin	7449	7450	7448	7513
6708	Revenant icefiend	7481	7483	7482	7519
6709	Revenant pyrefiend	7481	7483	7482	7519
6710	Revenant hobgoblin	7418	7420	7419	7516
6711	Revenant vampire	7427	7429	7428	7520
6712	Revenant werewolf	7397	7399	7398	7521
6713	Revenant ork	7411	7413	7412	7518
6714	Revenant knight	7441	7443	7442	7522
6715	Revenant imp	7407	7404	7408	7501
6716	Revenant goblin	7449	7450	7448	7513
6717	Revenant goblin	7449	7450	7448	7513
6718	Revenant goblin	7449	7450	7448	7513
6719	Revenant goblin	7449	7450	7448	7513
6720	Revenant icefiend	7481	7483	7482	7519
6721	Revenant pyrefiend	7481	7483	7482	7519
6722	Revenant hobgoblin	7418	7420	7419	7516
6723	Revenant vampire	7427	7429	7428	7520
6724	Revenant werewolf	7397	7399	7398	7521
6725	Revenant ork	7411	7413	7412	7518
6726	Revenant knight	7441	7443	7442	7522
6727	Revenant hobgoblin	7418	7420	7419	7516
6728	Revenant werewolf	7397	7399	7398	7521
6729	Revenant ork	7411	7413	7412	7518
6730	Revenant knight	7441	7443	7442	7522
6731	Queen of Snow	0	0	0	0
6732	Snow imp	0	0	0	0
6733	Snow imp	0	0	0	0
6734	Snow imp	0	0	0	0
6735	Snow imp	0	0	0	0
6736	Snow imp	0	0	0	0
6737	Snow imp	0	0	0	0
6738	Snow imp	0	0	0	0
6739	Snow imp	0	0	0	0
6740	Snow	0	0	0	0
6741	Snow	0	0	0	0
6742	Barbarian Snowman	7565	7559	7560	0
6743	Dragon snowman	7558	7559	7560	0
6744	Dwarf Snowman	7565	7559	7560	0
6745	Pirate snowman	7558	7559	7560	0
6746	Snowman	0	0	0	0
6747	Snow ranger	0	0	0	0
6748	Snow ranger	0	0	0	0
6749	Snow mage	0	0	0	0
6750	Pet shop owner	0	0	0	0
6751	Bulldog	0	0	0	0
6753	Mummy	0	0	0	0
6754	Mummy	0	0	0	0
6755	Mummy	0	0	0	0
6756	Mummy	0	0	0	0
6757	Mummy	0	0	0	0
6758	Mummy	0	0	0	0
6759	Mummy	0	0	0	0
6760	Mummy	0	0	0	0
6761	Dried zombie	5568	0	5569	0
6762	Dried zombie	5568	0	5569	0
6763	Dried zombie	5568	0	5569	0
6764	Skeleton	0	5513	5491	0
6765	Skeleton	0	5513	5491	0
6766	Skeleton	0	5513	5491	0
6767	Skeleton	0	5513	5491	0
6768	Skeleton	0	5513	5491	0
6769	Doorman	0	0	0	0
6770	Giant scarab	7596	0	7595	0
6771	Giant scarab	0	0	0	0
6772	Scarab larva	7657	0	7656	0
6773	Scabaras ranger	7607	0	7609	7607
6774	Scabaras lancer	7612	0	7614	0
6775	Scabaras priest	0	0	0	0
6776	Scabaras locust	7586	0	7581	0
6777	Locust lancer	7584	0	7581	0
6778	Locust ranger	5451	0	7581	5451
6779	Crocodile	7588	7590	7591	0
6780	Scabaras mage	7615	0	7616	0
6781	Scabaras mage	7620	7617	7616	0
6782	Maisa	0	0	0	0
6783	Maisa	0	0	0	0
6784	Priest	0	0	0	0
6785	Clay golem	0	0	0	0
6786	Lead archaeologist Abigail	0	0	0	0
6787	Assistant archaeologist Kerner	0	0	0	0
6788	High Priest of Scabaras	0	0	0	0
6789	High Priest of Scabaras	7612	0	7614	0
6790	High Priest of Scabaras	7607	0	7609	7607
6791	High Priest of Scabaras	0	0	0	0
6792	Vulture	0	0	0	0
6793	Spirit terrorbird	0	0	0	0
6794	Spirit terrorbird	1010	0	1013	0
6795	Spirit terrorbird	1010	0	1013	0
6796	Granite crab	8104	8105	8106	8104
6797	Granite crab	8104	8105	8106	8104
6798	Praying mantis	8069	0	8065	0
6799	Praying mantis	8069	0	8065	0
6800	Giant ent	7853	0	7854	0
6801	Giant ent	7853	0	7854	0
6802	Spirit cobra	8152	0	8153	0
6803	Spirit cobra	8152	0	8153	0
6804	Spirit dagannoth	7786	0	7780	0
6805	Spirit dagannoth	7786	0	7780	0
6806	Thorny snail	8143	8145	8143	8143
6807	Thorny snail	8143	8145	8143	8143
6808	Beaver	0	0	0	0
6809	Karamthulhu overlord	7963	0	7964	0
6810	Karamthulhu overlord	7963	0	7964	0
6811	Hydra	7935	7936	7937	0
6812	Hydra	7935	7936	7937	0
6813	Bunyip	7741	7742	7740	0
6814	Bunyip	7741	7742	7740	0
6815	War tortoise	8286	0	8285	0
6816	War tortoise	8286	0	8285	0
6817	Fruit bat	0	0	0	0
6818	Abyssal parasite	8910	0	7671	0
6819	Abyssal parasite	8910	0	7671	0
6820	Abyssal lurker	7680	0	7684	0
6821	Abyssal lurker	7680	0	7684	0
6822	Unicorn stallion	6376	6375	6377	6376
6823	Unicorn stallion	6376	6375	6377	6376
6824	Magpie	7810	5388	8012	0
6825	Dreadfowl	7810	5388	5389	7810
6826	Dreadfowl	7810	5388	5389	7810
6827	Stranger plant	8208	0	8209	0
6828	Stranger plant	8208	0	8209	0
6829	Spirit wolf	8292	8294	8295	8292
6830	Spirit wolf	8292	8294	8295	8292
6831	Desert wyrm	7795	0	7797	0
6832	Desert wyrm	7795	0	7797	0
6833	Evil turnip	8248	0	8250	0
6834	Evil turnip	8248	0	8250	0
6835	Vampire bat	8275	0	8276	0
6836	Vampire bat	8275	0	8276	0
6837	Spirit scorpion	6254	0	6256	0
6838	Spirit scorpion	6254	0	6256	0
6839	Arctic bear	4925	4928	4929	0
6840	Arctic bear	4925	0	4929	0
6841	Spirit spider	5327	5328	5329	5327
6842	Spirit spider	5327	5328	5329	5327
6843	Bloated leech	7657	0	7656	0
6844	Bloated leech	7657	0	7656	0
6845	Honey badger	7928	0	7925	0
6846	Honey badger	7928	0	7925	0
6847	Albino rat	0	0	0	0
6848	Albino rat	0	0	0	0
6849	Granite lobster	8112	8114	8113	0
6850	Granite lobster	8112	0	8113	0
6851	Macaw	0	0	8012	0
6852	Macaw	0	0	8012	0
6853	Bronze minotaur	8024	8023	8025	0
6854	Bronze minotaur	8024	0	8025	0
6855	Iron minotaur	8024	8023	8025	0
6856	Iron minotaur	8024	0	8025	0
6857	Steel minotaur	8024	8023	8025	0
6858	Steel minotaur	8024	0	8025	0
6859	Mithril minotaur	8024	8023	8025	0
6860	Mithril minotaur	8024	8023	8025	0
6861	Adamant minotaur	8024	8023	8025	0
6862	Adamant minotaur	8024	0	8025	0
6863	Rune minotaur	8024	8023	8025	0
6864	Rune minotaur	8024	8023	8025	0
6865	Smoke devil	7816	0	7818	0
6866	Smoke devil	7816	0	7818	0
6867	Bull ant	7896	0	7897	0
6868	Bull ant	7896	0	7897	0
6869	Wolpertinger	8304	8306	8305	8304
6870	Wolpertinger	8304	8306	8305	8304
6871	Compost mound	7769	0	7770	0
6872	Compost mound	7769	0	7770	0
6873	Pack yak	5782	5783	5784	5782
6874	Pack yak	5782	5783	5784	5782
6875	Spirit cockatrice	7762	0	7763	0
6876	Spirit cockatrice	7762	0	7763	0
6877	Spirit guthatrice	7762	0	7763	0
6878	Spirit guthatrice	7762	0	7763	0
6879	Spirit saratrice	7762	0	7763	0
6880	Spirit saratrice	7762	0	7763	0
6881	Spirit zamatrice	7762	0	7763	0
6882	Spirit zamatrice	7762	0	7763	0
6883	Spirit pengatrice	7762	0	7763	0
6884	Spirit pengatrice	7762	0	7763	0
6885	Spirit coraxatrice	7762	0	7763	0
6886	Spirit coraxatrice	7762	0	7763	0
6887	Spirit vulatrice	7762	0	7763	0
6888	Spirit vulatrice	7762	0	7763	0
6889	Barker toad	7260	0	7256	0
6890	Barker toad	7260	0	7256	0
6891	Penguin keeper	0	0	0	0
6892	Pet shop owner	0	0	0	0
6893	Pet shop owner	0	0	0	0
6894	Terrier	0	0	0	0
6895	Labrador	0	0	0	0
6896	Dalmatian	0	0	0	0
6897	Bulldog	0	0	0	0
6898	Pet shop owner	0	0	0	0
6899	Bulldog	0	0	0	0
6900	Hatchling dragon	0	0	0	0
6901	Baby dragon	0	0	0	0
6902	Hatchling dragon	0	0	0	0
6903	Baby dragon	0	0	0	0
6904	Hatchling dragon	0	0	0	0
6905	Baby dragon	0	0	0	0
6906	Hatchling dragon	0	0	0	0
6907	Baby dragon	0	0	0	0
6908	Baby penguin	0	0	0	0
6909	Penguin	0	0	0	0
6910	Penguin	0	0	0	0
6911	Raven chick	0	0	0	0
6912	Raven	0	0	0	0
6913	Baby raccoon	0	0	0	0
6914	Raccoon	0	0	0	0
6915	Baby gecko	0	0	0	0
6916	Gecko	0	0	0	0
6917	Baby gecko	0	0	0	0
6918	Gecko	0	0	0	0
6919	Baby squirrel	0	0	0	0
6920	Squirrel	0	0	0	0
6921	Baby squirrel	0	0	0	0
6922	Baby chameleon	0	0	0	0
6923	Chameleon	0	0	0	0
6924	Baby chameleon	0	0	0	0
6925	Chameleon	0	0	0	0
6926	Baby chameleon	0	0	0	0
6927	Chameleon	0	0	0	0
6928	Baby chameleon	0	0	0	0
6929	Chameleon	0	0	0	0
6930	Baby chameleon	0	0	0	0
6931	Chameleon	0	0	0	0
6932	Baby chameleon	0	0	0	0
6933	Chameleon	0	0	0	0
6934	Baby chameleon	0	0	0	0
6935	Chameleon	0	0	0	0
6936	Baby chameleon	0	0	0	0
6937	Chameleon	0	0	0	0
6938	Baby chameleon	0	0	0	0
6939	Chameleon	0	0	0	0
6940	Baby chameleon	0	0	0	0
6941	Chameleon	0	0	0	0
6942	Baby monkey	0	0	0	0
6943	Monkey	0	0	0	0
6944	Baby monkey	0	0	0	0
6945	Vulture chick	0	0	0	0
6946	Vulture	0	0	0	0
6947	Baby giant crab	0	0	0	0
6948	Giant crab	0	0	0	0
6949	Saradomin chick	0	0	0	0
6950	Saradomin bird	0	0	0	0
6951	Saradomin owl	0	0	0	0
6952	Zamorak chick	0	0	0	0
6953	Zamorak bird	0	0	0	0
6954	Zamorak hawk	0	0	0	0
6955	Guthix chick	0	0	0	0
6956	Guthix bird	0	0	0	0
6957	Guthix raptor	0	0	0	0
6958	Terrier puppy	0	0	0	0
6959	Terrier	0	0	0	0
6960	Greyhound puppy	0	0	0	0
6961	Greyhound	0	0	0	0
6962	Labrador puppy	0	0	0	0
6963	Labrador	0	0	0	0
6964	Dalmatian puppy	0	0	0	0
6965	Dalmatian	0	0	0	0
6966	Sheepdog puppy	0	0	0	0
6967	Sheepdog	0	0	0	0
6968	Bulldog	0	0	0	0
6969	Bulldog puppy	8304	8306	8305	0
6970	Pikkupstix	0	0	0	0
6971	Pikkupstix	0	0	0	0
6972	Druid	7181	7186	7185	0
6973	Druid	7182	0	7185	0
6974	Druid	7182	0	7185	0
6975	Druid	7181	7186	7185	0
6976	Druid	7182	0	7185	0
6977	Druid	7182	0	7185	0
6978	Druid	7182	0	7185	0
6979	Druid	7181	7186	7185	0
6980	Druid	7182	0	7185	0
6981	Druidess	7182	0	7185	0
6982	Druidess	7181	7186	7185	0
6983	Druidess	7182	0	7185	0
6984	Druidess	7181	7186	7185	0
6985	Druidess	7182	0	7185	0
6986	Druidess	7182	0	7185	0
6987	Druidess	7182	0	7185	0
6988	Pikkupstix	0	0	0	0
6989	Pikkupstix	0	0	0	0
6990	Giant wolpertinger	0	0	0	0
6991	Ibis	0	0	0	0
6992	Spirit jelly	8569	0	8570	0
6993	Spirit jelly	8569	0	8570	0
6994	Spirit kalphite	6223	0	6228	0
6995	Spirit kalphite	6223	0	6228	0
6996	Fishing spot	0	0	0	0
6997	Baby raccoon	0	0	0	0
6998	Revenant dragon	8591	8592	8593	8594
6999	Revenant dragon	8591	8592	8593	8594
7000	Dark Squall	0	0	0	0
7002	Surok Magis	0	0	0	0
7003	Fire giant	4666	4664	4668	4666
7004	Fire giant	4666	4664	4668	4666
7005	Big wolf	6559	0	6558	0
7006	Grenwall	0	0	0	0
7010	Grenwall	0	0	0	0
7011	Grenwall	0	0	0	0
7012	Pawya	0	0	0	0
7013	Earth Mound	0	0	0	0
7014	Pawya	0	0	0	0
7015	Platypus	0	0	0	0
7016	Platypus	0	0	0	0
7017	Platypus	0	0	0	0
7018	Baby platypus	0	0	0	0
7019	Baby platypus	0	0	0	0
7020	Baby platypus	0	0	0	0
7021	Platypus	0	0	0	0
7022	Platypus	0	0	0	0
7023	Platypus	0	0	0	0
7024	Baby platypus	0	0	0	0
7025	Baby platypus	0	0	0	0
7026	Baby platypus	0	0	0	0
7027	Patrick	0	0	0	0
7028	Penelope	0	0	0	0
7029	Peter	0	0	0	0
7030	Peanut	0	0	0	0
7031	Wimpy bird	0	0	0	0
7032	Diseased kebbit	0	0	0	0
7039	Diseased kebbit	0	0	0	0
7040	Fishing spot	0	0	0	0
7045	Fishing spot	0	0	0	0
7046	Fishing spot	0	0	0	0
7047	Balnea	0	0	0	0
7048	Frawd	0	0	0	0
7049	Ogress banker	0	0	0	0
7050	Ogress banker	0	0	0	0
7051	Chief Tess	0	0	0	0
7052	Seegud	0	0	0	0
7053	Chargurr	0	0	0	0
7054	Chargurr	0	0	0	0
7055	Snurgh	0	0	0	0
7058	Kringk	0	0	0	0
7059	Thump	0	0	0	0
7060	Massage table	0	0	0	0
7061	Thump	0	0	0	0
7062	Muggh	0	0	0	0
7063	Kringk	0	0	0	0
7064	Hairdryer	0	0	0	0
7065	Snert	0	0	0	0
7068	Tyke	0	0	0	0
7069	Snarrl	0	0	0	0
7070	Snarrk	0	0	0	0
7071	I'rk	0	0	0	0
7072	Thuddley	0	0	0	0
7073	Grr'bah	0	0	0	0
7074	Chomp	0	0	0	0
7075	Grubb	0	0	0	0
7076	Grunther	0	0	0	0
7077	Glum	0	0	0	0
7078	Ogress champion	8636	0	8640	0
7079	Ogress warrior	8636	0	8640	0
7080	Ogress warrior	8637	0	8641	0
7081	Ogress	8636	0	8640	0
7082	Ogress	8637	0	8641	0
7083	Flying bugs	0	0	0	0
7084	Eucalyptus ent	0	0	0	0
7085	Eucalyptus ent	0	0	0	0
7086	Eucalyptus ent	0	0	0	0
7087	Balnea	0	0	0	0
7088	Chief Tess	0	0	0	0
7089	Chargurr	0	0	0	0
7090	Wise Old Man	0	0	0	0
7091	Dawg	0	0	0	0
7105	Chaos druid	422	404	9055	422
7106	Thug	386	404	9055	0
7107	Thug	386	404	9055	0
7108	Thug	386	404	9055	0
7109	Thug	386	404	9055	0
7110	Thug	386	404	9055	0
7111	Thug	386	404	9055	0
7112	Thug	386	404	9055	0
7113	Thug	386	404	9055	0
7114	Thug	386	404	9055	0
7115	Thaki the delivery dwarf	0	0	0	0
7116	Drunken sailor	0	0	0	0
7117	Drunken sailor	0	0	0	0
7118	Catapult engineer	0	0	0	0
7119	Tyras guard	0	0	0	0
7120	Tyras guard	0	0	0	0
7121	General Hining	0	0	0	0
7122	Githan	0	0	0	0
7123	Amulet of Nature	0	0	0	0
7124	Mud	0	0	0	0
7125	Rabbit	0	0	0	0
7126	Rabbit	0	0	0	0
7127	Rabbit	0	0	0	0
7128	Farmer	0	0	0	0
7129	Farmer	0	0	0	0
7130	Farmer	0	0	0	0
7131	Farmer Blinkin	0	0	0	0
7132	Mrs. Winkin	0	0	0	0
7133	Bork	8754	8755	8756	0
7134	Bork	8754	8755	8756	0
7135	Ork legion	8760	0	8761	0
7136	Surok Magis	0	0	0	0
7137	Dagon'hai Elite	0	0	0	0
7138	Dagon'hai Monk	422	0	836	0
7139	Dagon'hai Monk	422	0	836	0
7140	Dagon'hai Monk	422	0	836	0
7141	null	426	0	836	426
7142	Guard	0	0	0	0
7143	Professor Henry	0	0	0	0
7144	Gublinch jailmate	0	0	0	0
7145	Gublinchette jailmate	0	0	0	0
7146	Gublinchette jailmate	0	0	0	0
7147	Gublinch jailmate	0	0	0	0
7148	Gublinch jailmate	0	0	0	0
7149	Gublinch jailmate	0	0	0	0
7150	Gublinch jailmate	0	0	0	0
7151	Student	0	0	0	0
7152	Student	0	0	0	0
7153	Student	0	0	0	0
7154	Student	0	0	0	0
7155	Student	0	0	0	0
7156	Student	0	0	0	0
7157	Student	0	0	0	0
7158	Cockroach drone	8785	0	8788	0
7159	Cockroach worker	8787	0	8790	0
7160	Cockroach soldier	8786	0	8789	0
7161	Mugger	422	425	836	0
7162	Mugger	422	425	836	0
7163	Villager	0	0	0	0
7165	Villager	0	0	0	0
7166	Villager	0	0	0	0
7167	Villager	0	0	0	0
7168	Kimberly	0	0	0	0
7169	Kimberly	0	0	0	0
7170	Kimberly	0	0	0	0
7171	Kennith	0	0	0	0
7172	Kennith	0	0	0	0
7173	Kennith	0	0	0	0
7174	Kennith	0	0	0	0
7175	Kennith	0	0	0	0
7176	Villager	0	0	0	0
7184	Ezekial Lovecraft	0	0	0	0
7185	Clive	0	0	0	0
7186	Katherine	0	0	0	0
7187	Katherine	0	0	0	0
7188	Clive	0	0	0	0
7189	Kent	0	0	0	0
7190	Rabbit hole	0	0	0	0
7197	Easter Bunny	0	0	0	0
7198	Bunny	0	0	0	0
7199	Bunny	0	0	0	0
7200	Guard bunny	0	0	0	0
7201	Chocatrice	0	0	0	0
7202	Rat	4933	4934	4935	4933
7203	Void Knight	0	0	0	0
7204	Rat	4933	4934	4935	4933
7205	Mouse	0	0	0	0
7206	Cockroach	0	0	0	0
7207	Spider	0	0	0	0
7208	Rabbit	0	0	0	0
7209	Snail	0	0	0	0
7210	Baby monkey	0	0	0	0
7211	Monkey	0	0	0	0
7212	Baby monkey	0	0	0	0
7213	Monkey	0	0	0	0
7214	Baby monkey	0	0	0	0
7215	Monkey	0	0	0	0
7216	Baby monkey	0	0	0	0
7217	Monkey	0	0	0	0
7218	Baby monkey	0	0	0	0
7219	Monkey	0	0	0	0
7220	Baby monkey	0	0	0	0
7221	Monkey	0	0	0	0
7222	Baby monkey	0	0	0	0
7223	Monkey	0	0	0	0
7224	Baby monkey	0	0	0	0
7225	Monkey	0	0	0	0
7226	Baby monkey	0	0	0	0
7227	Monkey	0	0	0	0
7228	Baby monkey	0	0	0	0
7229	Baby monkey	0	0	0	0
7230	Baby monkey	0	0	0	0
7231	Baby monkey	0	0	0	0
7232	Baby monkey	0	0	0	0
7233	Baby monkey	0	0	0	0
7234	Baby monkey	0	0	0	0
7235	Baby monkey	0	0	0	0
7236	Baby monkey	0	0	0	0
7237	Terrier puppy	0	0	0	0
7238	Terrier	0	0	0	0
7239	Terrier puppy	0	0	0	0
7240	Terrier	0	0	0	0
7241	Greyhound puppy	0	0	0	0
7242	Greyhound	0	0	0	0
7243	Greyhound puppy	0	0	0	0
7244	Greyhound	0	0	0	0
7245	Labrador puppy	0	0	0	0
7246	Labrador	0	0	0	0
7247	Labrador puppy	0	0	0	0
7248	Labrador	0	0	0	0
7249	Dalmatian puppy	0	0	0	0
7250	Dalmatian	0	0	0	0
7251	Dalmatian puppy	0	0	0	0
7252	Dalmatian	0	0	0	0
7253	Sheepdog puppy	0	0	0	0
7254	Sheepdog	0	0	0	0
7255	Sheepdog puppy	0	0	0	0
7256	Sheepdog	0	0	0	0
7257	Bulldog	0	0	0	0
7258	Bulldog	0	0	0	0
7259	Bulldog puppy	0	0	0	0
7260	Bulldog puppy	0	0	0	0
7261	Raven chick	0	0	0	0
7262	Raven	0	0	0	0
7263	Raven chick	0	0	0	0
7264	Raven	0	0	0	0
7265	Raven chick	0	0	0	0
7266	Raven	0	0	0	0
7267	Raven chick	0	0	0	0
7268	Raven	0	0	0	0
7269	Raven chick	0	0	0	0
7270	Raven	0	0	0	0
7271	Baby raccoon	0	0	0	0
7272	Raccoon	0	0	0	0
7273	Baby raccoon	0	0	0	0
7274	Raccoon	0	0	0	0
7275	Baby Raccoon	0	0	0	0
7276	Baby raccoon	0	0	0	0
7277	Baby gecko	0	0	0	0
7278	Baby gecko	0	0	0	0
7279	Baby gecko	0	0	0	0
7280	Baby gecko	0	0	0	0
7281	Gecko	0	0	0	0
7282	Gecko	0	0	0	0
7283	Gecko	0	0	0	0
7284	Gecko	0	0	0	0
7285	Baby gecko	0	0	0	0
7286	Baby gecko	0	0	0	0
7287	Baby gecko	0	0	0	0
7288	Baby gecko	0	0	0	0
7289	Gecko	0	0	0	0
7290	Gecko	0	0	0	0
7291	Gecko	0	0	0	0
7292	Gecko	0	0	0	0
7293	Baby giant crab	0	0	0	0
7294	Giant crab	0	0	0	0
7295	Baby giant crab	0	0	0	0
7296	Giant crab	0	0	0	0
7297	Baby giant crab	0	0	0	0
7298	Giant crab	0	0	0	0
7299	Baby giant crab	0	0	0	0
7300	Giant crab	0	0	0	0
7301	Baby squirrel	0	0	0	0
7302	Squirrel	0	0	0	0
7303	Baby squirrel	0	0	0	0
7304	Squirrel	0	0	0	0
7305	Baby squirrel	0	0	0	0
7306	Squirrel	0	0	0	0
7307	Baby squirrel	0	0	0	0
7308	Squirrel	0	0	0	0
7309	Baby squirrel	0	0	0	0
